customer_id;first_name;last_name;phone;email;street;city;state;zip_code
482;Narcisa;Knapp; (585) 005-7155;narcisa.knapp@aol.com;435 Dogwood Dr. ;Amarillo;TX;79106
483;Gayla;Sims; (979) 144-1296;gayla.sims@gmail.com;98 Hall Street ;Lindenhurst;NY;11757
484;Chelsey;Boyd; (860) 617-1676;chelsey.boyd@yahoo.com;9569 Birchpond Ave. ;Euless;TX;76039
485;Catherine;Miles; (561) 840-5225;catherine.miles@msn.com;7189 Elm Dr. ;East Elmhurst;NY;11369
486;Valeri;Marshall; (669) 559-0548;valeri.marshall@hotmail.com;494 East Brewery Dr. ;East Meadow;NY;11554
487;Grace;Madden; (714) 500-0879;grace.madden@gmail.com;606 East Rocky River St. ;San Pablo;CA;94806
488;Joaquin;Hawkins; (701) 363-0785;joaquin.hawkins@aol.com;3 Oklahoma Lane ;Anaheim;CA;92806
489;Kirstie;Vazquez; (908) 195-8887;kirstie.vazquez@gmail.com;8006 Rockland Ave. ;Saratoga Springs;NY;12866
490;Yu;Mcdonald; (249) 303-8562;yu.mcdonald@aol.com;784 Pheasant Rd. ;Ossining;NY;10562
491;Celestine;Jacobs; (202) 331-9013;celestine.jacobs@gmail.com;87 Hanover Rd. ;Massapequa;NY;11758
492;Justa;Thompson; (214) 898-4094;justa.thompson@aol.com;43 Manor Ave. ;Corona;NY;11368
493;Lise;Alvarado; (843) 463-2913;lise.alvarado@gmail.com;9816 Newcastle Dr. ;Hamburg;NY;14075
494;Pearl;Fox; (562) 747-4858;pearl.fox@yahoo.com;9415 Honey Creek Dr. ;Uniondale;NY;11553
495;Travis;Goodman; (503) 939-1044;travis.goodman@yahoo.com;65 Rockcrest Dr. ;Los Banos;CA;93635
496;Shu;Mays; (316) 679-9153;shu.mays@gmail.com;996 St Margarets Lane ;Astoria;NY;11102
497;Ezra;Fowler; (810) 597-0646;ezra.fowler@hotmail.com;16 Pearl St. ;Nanuet;NY;10954
498;Edda;Young; (727) 810-5920;edda.young@gmail.com;50 S. Airport Street ;North Tonawanda;NY;14120
499;Lidia;Ashley; (434) 102-5033;lidia.ashley@hotmail.com;8436 Meadow St. ;Baldwinsville;NY;13027
500;Moira;Lester; (316) 841-4054;moira.lester@msn.com;496 Greystone Court ;Jackson Heights;NY;11372
501;Tony;Hicks; (405) 010-2741;tony.hicks@gmail.com;226 Carriage Street ;Anaheim;CA;92806
502;Malinda;Baxter; (314) 924-1102;malinda.baxter@yahoo.com;7698 Briarwood Ave. ;Whitestone;NY;11357
503;Marlo;Jefferson; (807) 426-6205;marlo.jefferson@gmail.com;39 Trenton Rd. ;Niagara Falls;NY;14304
504;Tiana;Henderson; (364) 244-9663;tiana.henderson@aol.com;62 Orange St. ;Franklin Square;NY;11010
505;Wilda;Petersen; (636) 526-8310;wilda.petersen@aol.com;899 Helen St. ;Jamaica;NY;11432
506;Irving;Pitts; (412) 425-1276;irving.pitts@msn.com;346 College Court ;Torrance;CA;90505
507;Sheree;Pena; (678) 067-0217;sheree.pena@yahoo.com;822 Virginia Court ;Staten Island;NY;10301
508;Vance;Taylor; (986) 789-2429;vance.taylor@msn.com;8279 Military Dr. ;Lancaster;NY;14086
509;Terra;Pickett; (360) 169-8929;terra.pickett@aol.com;7822 Depot Avenue ;Amsterdam;NY;12010
510;Faustino;Delacruz; (479) 970-3652;faustino.delacruz@msn.com;88 West Greenview Street ;South Richmond Hill;NY;11419
511;Julienne;Moody; (845) 089-8000;julienne.moody@hotmail.com;35 South Oxford Rd. ;Fort Worth;TX;76110
512;Hee;Greer; (604) 574-8929;hee.greer@hotmail.com;41 North Garfield Ave. ;Selden;NY;11784
513;Whitney;Cash; (215) 283-1060;whitney.cash@gmail.com;8 Surrey Street ;Hamburg;NY;14075
514;Clarita;Curry; (919) 000-3090;clarita.curry@hotmail.com;661 Tanglewood Street ;Hollis;NY;11423
515;Reita;Dickson; (409) 273-2637;reita.dickson@hotmail.com;7506 Mechanic Dr. ;Scarsdale;NY;10583
516;Rosa;Kinney; (706) 269-8313;rosa.kinney@yahoo.com;330 Highland Drive ;Brooklyn;NY;11201
517;Buford;Gilbert; (218) 765-1449;buford.gilbert@yahoo.com;9 East Ketch Harbour Street ;Bellmore;NY;11710
518;Homer;Powers; (727) 725-8421;homer.powers@msn.com;8207 East El Dorado Ave. ;Palos Verdes Peninsula;CA;90274
519;Rudolf;Gilliam; (878) 536-1019;rudolf.gilliam@aol.com;17 Marlborough Circle ;Palos Verdes Peninsula;CA;90274
520;Andreas;Herman; (234) 527-7166;andreas.herman@msn.com;456 Rock Creek Street ;Mount Vernon;NY;10550
521;Max;Charles; (347) 571-8484;max.charles@gmail.com;695 St Paul Street ;Glen Cove;NY;11542
522;Tammera;Fischer; (667) 272-7180;tammera.fischer@hotmail.com;405 Olive St. ;Oakland;CA;94603
523;Joshua;Robertson; (586) 791-5529;joshua.robertson@gmail.com;81 Campfire Court ;Patchogue;NY;11772
524;Larraine;Horn; (856) 980-5733;larraine.horn@msn.com;368 South Summerhouse Dr. ;Utica;NY;13501
525;Andreas;Mayer; (856) 476-4885;andreas.mayer@hotmail.com;8577 Galvin Circle ;New Rochelle;NY;10801
526;Lazaro;Moran; (218) 570-7092;lazaro.moran@gmail.com;83 E. Buttonwood Street ;Sugar Land;TX;77478
527;Afton;Juarez; (807) 660-5101;afton.juarez@gmail.com;8330 Riverview Drive ;Coram;NY;11727
528;Angele;Schroeder; (709) 155-3486;angele.schroeder@yahoo.com;33 S. Shadow Brook Street ;New City;NY;10956
529;Ellena;Clements; (571) 288-7798;ellena.clements@aol.com;7918 Mulberry Street ;Santa Monica;CA;90403
530;Selene;Austin; (737) 435-0542;selene.austin@msn.com;9042 Linda Circle ;Duarte;CA;91010
531;Kimberely;Bowen; (937) 702-6203;kimberely.bowen@hotmail.com;88 Belmont Street ;Troy;NY;12180
532;Mia;Delgado; (737) 478-9012;mia.delgado@yahoo.com;850 Wakehurst Drive ;Coachella;CA;92236
533;Garret;Clay; (228) 996-7210;garret.clay@yahoo.com;9516 College Drive ;Corpus Christi;TX;78418
534;Alejandro;Haney; (365) 708-5910;alejandro.haney@msn.com;3 Griffin Street ;Wantagh;NY;11793
535;Inge;Olsen; (726) 858-2664;inge.olsen@msn.com;295 Iroquois Rd. ;Long Beach;NY;11561
536;Christiane;Bradford; (740) 120-7805;christiane.bradford@gmail.com;9043 Woodland Ave. ;Orchard Park;NY;14127
537;Carter;Bentley; (628) 327-2166;carter.bentley@yahoo.com;145 North Bridle Ave. ;Carmel;NY;10512
538;Sherie;Ayala; (878) 257-3195;sherie.ayala@msn.com;5 Beech Ave. ;South El Monte;CA;91733
539;Jamika;Acevedo; (332) 247-8014;jamika.acevedo@yahoo.com;8027 NW. Poplar St. ;Ozone Park;NY;11417
540;Shery;Randolph; (367) 808-3022;shery.randolph@hotmail.com;602 Laurel Street ;Ontario;CA;91762
541;Lanita;Burton; (970) 493-5777;lanita.burton@msn.com;8980 Aspen Avenue ;Coachella;CA;92236
542;Timothy;Byers; (620) 768-5639;timothy.byers@msn.com;8645 Devonshire Lane ;Ronkonkoma;NY;11779
543;Jasmin;Young; (737) 126-9977;jasmin.young@gmail.com;337 Beach Street ;Helotes;TX;78023
544;Catarina;Mendez; (618) 519-2964;catarina.mendez@hotmail.com;444 Hanover Court ;West Islip;NY;11795
545;Tajuana;Rollins; (224) 496-6635;tajuana.rollins@msn.com;724 N. Glen Creek Street ;Oswego;NY;13126
546;Thad;Castro; (762) 220-5721;thad.castro@msn.com;71 Surrey Ave. ;Brentwood;NY;11717
547;Tena;Huber; (920) 115-5543;tena.huber@gmail.com;185 East Littleton St. ;Newburgh;NY;12550
548;Dori;Alvarez; (403) 542-1831;dori.alvarez@msn.com;8208 Brandywine St. ;Kingston;NY;12401
549;Elmo;Arnold; (587) 156-4506;elmo.arnold@aol.com;7616 Lyme Rd. ;Long Beach;NY;11561
550;Felicidad;Golden; (670) 939-1126;felicidad.golden@yahoo.com;9712 Coffee Ave. ;Lockport;NY;14094
551;Jenine;Crane; (743) 585-6773;jenine.crane@msn.com;7381 Alderwood Drive ;Fort Worth;TX;76110
552;Lea;Key; (929) 923-4141;lea.key@yahoo.com;7 Ocean St. ;Banning;CA;92220
553;Rory;Cooper; (651) 928-1287;rory.cooper@gmail.com;459 West Street ;Rocklin;CA;95677
554;Hilde;Nieves; (215) 441-5198;hilde.nieves@gmail.com;9437 Fordham Lane ;Campbell;CA;95008
555;Marry;Benjamin; (541) 695-9679;marry.benjamin@yahoo.com;33 Amerige Street ;Forney;TX;75126
556;Vernell;Goff; (931) 640-2891;vernell.goff@msn.com;77 Cobblestone St. ;Monroe;NY;10950
557;Erlene;Cook; (667) 121-6745;erlene.cook@gmail.com;89 Blue Spring Street ;Mount Vernon;NY;10550
558;Carroll;Kelly; (623) 245-8363;carroll.kelly@yahoo.com;346 Grant Circle ;Monroe;NY;10950
559;Basilia;Thornton; (615) 098-7326;basilia.thornton@hotmail.com;9033 Pine Dr. ;Brentwood;NY;11717
560;Tricia;Daniels; (667) 205-0832;tricia.daniels@gmail.com;8628 Crescent Court ;Forney;TX;75126
561;Kandace;Hughes; (734) 421-6889;kandace.hughes@hotmail.com;482 Ryan Ave. ;San Lorenzo;CA;94580
562;Alejandro;Norman; (458) 500-1448;alejandro.norman@yahoo.com;8918 Marsh Lane ;Upland;CA;91784
563;Rodney;Odom; (931) 562-6026;rodney.odom@yahoo.com;7782 North Deerfield Lane ;Richmond Hill;NY;11418
564;Bettie;Pierce; (585) 037-8772;bettie.pierce@gmail.com;787 North Vernon Lane ;Farmingdale;NY;11735
565;Dagny;Owen; (262) 076-0472;dagny.owen@hotmail.com;8028 Thompson Drive ;San Angelo;TX;76901
566;Cinthia;Poole; (207) 163-8552;cinthia.poole@aol.com;7 Central Ave. ;Lake Jackson;TX;77566
567;Sheila;Travis; (760) 586-6838;sheila.travis@yahoo.com;9285 Front St. ;Longview;TX;75604
568;Arcelia;Vinson; (206) 341-4140;arcelia.vinson@gmail.com;40 Dogwood St. ;West Islip;NY;11795
569;Lucas;Estes; (845) 719-5411;lucas.estes@yahoo.com;99 Old Church St. ;Santa Monica;CA;90403
570;Marissa;Summers; (705) 772-9746;marissa.summers@msn.com;81 Carpenter St. ;Saint Albans;NY;11412
571;Kaley;Blanchard; (717) 757-1781;kaley.blanchard@msn.com;74 Evergreen Court ;Palos Verdes Peninsula;CA;90274
572;Wm;Pope; (915) 073-7580;wm.pope@msn.com;212 Marsh Court ;Auburn;NY;13021
573;Rubye;Mccall; (714) 341-2518;rubye.mccall@hotmail.com;71 Sherwood Dr. ;Troy;NY;12180
574;Adriene;Rivera; (321) 052-8447;adriene.rivera@hotmail.com;973 Yukon Avenue ;Encino;CA;91316
575;Laurence;Christian; (574) 554-0605;laurence.christian@gmail.com;2 Maple St. ;Jamaica;NY;11432
576;Shirely;Stanley; (616) 150-6765;shirely.stanley@gmail.com;73 White Avenue ;El Paso;TX;79930
577;Danille;Mcfarland; (817) 049-5633;danille.mcfarland@msn.com;14 Tailwater St. ;Rocklin;CA;95677
578;Salena;Day; (512) 843-0328;salena.day@msn.com;8067 Park Court ;San Lorenzo;CA;94580
579;Matilda;Larson; (906) 944-0419;matilda.larson@hotmail.com;336 Saxon Court ;Harlingen;TX;78552
580;Mellisa;Kim; (409) 487-1454;mellisa.kim@aol.com;17 Lyme Dr. ;Los Angeles;CA;90008
581;Vonda;Berger; (352) 387-5317;vonda.berger@yahoo.com;615 S. Proctor Ave. ;Santa Clara;CA;95050
582;Soledad;Moses; (336) 662-7778;soledad.moses@yahoo.com;85 Hickory Ave. ;Jackson Heights;NY;11372
583;Lashandra;Turner; (571) 307-5241;lashandra.turner@hotmail.com;11 Marlborough Rd. ;Long Beach;NY;11561
584;Lynne;Anderson; (506) 960-2212;lynne.anderson@msn.com;325 Inverness St. ;El Paso;TX;79930
585;Chasidy;Webster; (365) 504-8800;chasidy.webster@msn.com;8296 S. Lookout Lane ;Rocklin;CA;95677
586;Ulysses;Gaines; (419) 269-2047;ulysses.gaines@aol.com;22 Gregory Lane ;Monsey;NY;10952
587;Euna;Lopez; (385) 760-6327;euna.lopez@gmail.com;7979 South Mountainview Ave. ;Carmel;NY;10512
588;Cherelle;Key; (602) 872-4050;cherelle.key@msn.com;7739 Snake Hill Lane ;Valley Stream;NY;11580
589;Jeffry;Church; (276) 895-6607;jeffry.church@msn.com;426 Grandrose Ave. ;Pleasanton;CA;94566
590;Cyndi;Dyer; (540) 088-6716;cyndi.dyer@msn.com;313 West Argyle Ave. ;Baldwin;NY;11510
591;Danilo;Holmes; (229) 132-8502;danilo.holmes@gmail.com;657 Manor Station Dr. ;Hicksville;NY;11801
592;Joni;Lee; (907) 507-9902;joni.lee@gmail.com;8573 Proctor Street ;Centereach;NY;11720
593;Antony;Atkinson; (458) 967-7297;antony.atkinson@msn.com;680 East Birchwood Lane ;Smithtown;NY;11787
594;Deanne;Parsons; (234) 449-9012;deanne.parsons@aol.com;76 Amherst Drive ;Lindenhurst;NY;11757
595;Frederica;Rojas; (628) 985-2513;frederica.rojas@yahoo.com;7835 West Jockey Hollow Rd. ;Ithaca;NY;14850
596;Emelda;Dickerson; (410) 704-8698;emelda.dickerson@aol.com;7457 6th St. ;Hamburg;NY;14075
597;Rudolf;Moran; (331) 365-3969;rudolf.moran@gmail.com;5 Birchwood Rd. ;Maspeth;NY;11378
598;Benito;Hendrix; (548) 732-7601;benito.hendrix@gmail.com;676 S. Bowman Lane ;Depew;NY;14043
599;Jonell;Rivas; (310) 692-5368;jonell.rivas@msn.com;8415 East High Point St. ;Amarillo;TX;79106
600;Joi;Reeves; (406) 750-0011;joi.reeves@msn.com;9101 Williams Court ;San Diego;CA;92111
601;Leland;Mcdowell; (229) 320-3081;leland.mcdowell@gmail.com;8034 E. Washington Lane ;Encino;CA;91316
602;Delaine;Estes; (443) 655-5251;delaine.estes@yahoo.com;8916 Hartford Rd. ;Amarillo;TX;79106
603;Genevieve;Juarez; (908) 742-4506;genevieve.juarez@gmail.com;93 Goldfield Drive ;New Hyde Park;NY;11040
604;Kylee;Dickson; (828) 892-7106;kylee.dickson@gmail.com;7908 Sherwood Street ;Amityville;NY;11701
605;Renita;Henry; (775) 097-0763;renita.henry@msn.com;474 Woodland Ave. ;New Rochelle;NY;10801
606;Sarah;Kirkland; (215) 930-6834;sarah.kirkland@aol.com;42 N. Glendale Avenue ;Wappingers Falls;NY;12590
607;Paul;Lester; (989) 568-4037;paul.lester@gmail.com;275 Clay St. ;Vista;CA;92083
608;Taisha;Vang; (580) 547-6354;taisha.vang@yahoo.com;660 East Foster Lane ;Shirley;NY;11967
609;Eliana;Reese; (918) 357-5506;eliana.reese@hotmail.com;7079 NE. Cross Drive ;Woodhaven;NY;11421
610;Leonore;Dorsey; (479) 313-5196;leonore.dorsey@yahoo.com;8213 South Branch Avenue ;Jackson Heights;NY;11372
611;Ashleigh;Frank; (534) 339-2691;ashleigh.frank@gmail.com;9008 Plymouth Street ;Levittown;NY;11756
612;Gabriel;Wagner; (202) 266-2651;gabriel.wagner@msn.com;7921 Manhattan Ave. ;Ballston Spa;NY;12020
613;Margene;Eaton; (626) 534-3747;margene.eaton@yahoo.com;43 Sugar Street ;Wantagh;NY;11793
614;Toshia;Cardenas; (318) 645-9967;toshia.cardenas@gmail.com;878 Bayberry Street ;Amsterdam;NY;12010
615;Jamika;Blanchard; (253) 585-1035;jamika.blanchard@gmail.com;420 Cambridge Street ;Fresh Meadows;NY;11365
616;Shery;Acosta; (207) 218-1972;shery.acosta@yahoo.com;17 Canal Ave. ;Saratoga Springs;NY;12866
617;Jenna;Saunders; (985) 404-7589;jenna.saunders@aol.com;4 Young St. ;Yorktown Heights;NY;10598
618;Skye;Pope; (419) 754-0007;skye.pope@yahoo.com;121 S. Bay Meadows Ave. ;Richmond Hill;NY;11418
619;Ana;Palmer; (419) 011-2087;ana.palmer@yahoo.com;7 Buckingham St. ;Anaheim;CA;92806
620;Eric;Hardin; (647) 526-7349;eric.hardin@gmail.com;39 S. Parker Drive ;Jamaica;NY;11432
621;Basil;Ballard; (629) 568-3238;basil.ballard@yahoo.com;7477 Belmont Ave. ;San Lorenzo;CA;94580
622;Gabriel;Pitts; (641) 229-7546;gabriel.pitts@gmail.com;8462 Marshall Drive ;Clifton Park;NY;12065
623;Cayla;Johnson; (765) 967-0597;cayla.johnson@msn.com;7091 Rockaway Avenue ;Coram;NY;11727
624;Sharika;Colon; (859) 339-2337;sharika.colon@gmail.com;509 Henry Smith St. ;Long Beach;NY;11561
625;Donnetta;Henson; (204) 530-6052;donnetta.henson@hotmail.com;2 Tallwood Drive ;Webster;NY;14580
626;Leigh;Burke; (415) 119-5412;leigh.burke@hotmail.com;7651 Creek St. ;Schenectady;NY;12302
627;Deloris;Larson; (682) 784-8323;deloris.larson@aol.com;242 Branch Street ;Duarte;CA;91010
628;Ehtel;Cobb; (605) 995-1589;ehtel.cobb@hotmail.com;741 Rockville Drive ;Lockport;NY;14094
629;Evelina;Byrd; (262) 697-8718;evelina.byrd@msn.com;628 S. Church St. ;Buffalo;NY;14215
630;Zulema;Browning; (828) 366-4862;zulema.browning@gmail.com;12 NW. Lafayette St. ;Amsterdam;NY;12010
631;Tressa;Weiss; (317) 993-9111;tressa.weiss@msn.com;52 Wild Rose Avenue ;Ossining;NY;10562
632;Yvette;Rogers; (618) 483-2336;yvette.rogers@aol.com;3 SE. Oklahoma Drive ;Franklin Square;NY;11010
633;Kiara;Deleon; (747) 758-1715;kiara.deleon@gmail.com;164 Addison Drive ;Anaheim;CA;92806
634;Taylor;Cole; (937) 820-0563;taylor.cole@gmail.com;9408 Holly Lane ;Carmel;NY;10512
635;Myrtie;James; (605) 624-0290;myrtie.james@yahoo.com;566 North Livingston Ave. ;Merrick;NY;11566
636;Ashton;Lott; (873) 581-6531;ashton.lott@hotmail.com;609 Windfall Lane ;Floral Park;NY;11001
637;Kara;Higgins; (986) 153-3414;kara.higgins@aol.com;758 Jennings Street ;Ossining;NY;10562
638;Tomeka;Higgins; (910) 980-6739;tomeka.higgins@msn.com;591 W. Corona St. ;Poughkeepsie;NY;12601
639;Ronald;Parsons; (424) 502-2540;ronald.parsons@msn.com;268 Pin Oak Rd. ;Maspeth;NY;11378
640;Allison;Nolan; (714) 064-7036;allison.nolan@gmail.com;7421 Victoria St. ;New City;NY;10956
641;Derrick;Marks; (914) 771-3356;derrick.marks@yahoo.com;7247 East Prairie Lane ;Glendora;CA;91740
642;Yang;Roth; (838) 865-0186;yang.roth@aol.com;234 E. Shub Farm Ave. ;Webster;NY;14580
643;Melba;Wilkinson; (670) 173-3094;melba.wilkinson@gmail.com;255 Harvard Dr. ;Floral Park;NY;11001
644;Valentin;Mclaughlin; (979) 294-1431;valentin.mclaughlin@hotmail.com;56 Squaw Creek Street ;Lindenhurst;NY;11757
645;Lewis;Garner; (405) 611-3418;lewis.garner@gmail.com;9550 East Greenrose St. ;Brentwood;NY;11717
646;Ann;Heath; (531) 905-9387;ann.heath@msn.com;413 East St. ;South El Monte;CA;91733
647;Janelle;Maldonado; (267) 001-6936;janelle.maldonado@gmail.com;34 Mammoth Street ;Richmond Hill;NY;11418
648;Catrice;Hicks; (978) 103-5496;catrice.hicks@yahoo.com;403 Inverness Street ;San Pablo;CA;94806
649;Eli;Contreras; (726) 939-1870;eli.contreras@hotmail.com;35 Highland Ave. ;Ronkonkoma;NY;11779
650;Rita;Bailey; (902) 532-0632;rita.bailey@hotmail.com;69 Glenwood Street ;Ossining;NY;10562
651;Laure;Pena; (934) 651-0489;laure.pena@yahoo.com;9849 West Elmwood St. ;Wappingers Falls;NY;12590
652;Tilda;Melton; (709) 401-2934;tilda.melton@msn.com;237 Elmwood Drive ;Troy;NY;12180
653;Florencio;Davenport; (781) 621-2935;florencio.davenport@yahoo.com;8759 Brookside Ave. ;Jamestown;NY;14701
654;Eun;Harris; (732) 792-1679;eun.harris@gmail.com;623 Jones St. ;San Diego;CA;92111
655;Marylyn;Browning; (409) 911-9555;marylyn.browning@msn.com;915 Lakeshore Street ;Scarsdale;NY;10583
656;Romana;Barnes; (217) 722-4435;romana.barnes@yahoo.com;9776 Shipley Rd. ;Floral Park;NY;11001
657;Sam;Lester; (714) 817-6269;sam.lester@gmail.com;563 South Beacon Lane ;Baldwin;NY;11510
658;Nicki;Larson; (336) 383-2064;nicki.larson@yahoo.com;8317 West Leatherwood Dr. ;Monsey;NY;10952
659;Antonetta;Rocha; (403) 380-8706;antonetta.rocha@yahoo.com;9858 Newcastle St. ;Port Chester;NY;10573
660;Shara;Pope; (336) 974-1987;shara.pope@msn.com;194 Amherst Dr. ;Ridgecrest;CA;93555
661;Trena;Hudson; (305) 204-3739;trena.hudson@hotmail.com;135 Grand Ave. ;Monroe;NY;10950
662;Loraine;Sykes; (780) 540-1348;loraine.sykes@yahoo.com;9239 Windsor Ave. ;Scarsdale;NY;10583
663;Alissa;Hood; (774) 486-2046;alissa.hood@gmail.com;8032 Maple Drive ;New Windsor;NY;12553
664;Augustus;Schmidt; (208) 162-3131;augustus.schmidt@msn.com;624 Jones Dr. ;Corona;NY;11368
665;Stacie;Sims; (234) 858-6528;stacie.sims@hotmail.com;47 Orange Ave. ;Oakland;CA;94603
666;Brittni;Green; (863) 258-6101;brittni.green@msn.com;842 El Dorado Lane ;Floral Park;NY;11001
667;Etsuko;Garrison; (480) 282-9773;etsuko.garrison@yahoo.com;1 Arrowhead Street ;Richmond Hill;NY;11418
668;Calandra;Stanton; (430) 716-5744;calandra.stanton@aol.com;36 Livingston Dr. ;Lake Jackson;TX;77566
669;Willis;Randolph; (579) 663-3641;willis.randolph@yahoo.com;332 Constitution St. ;Harlingen;TX;78552
670;Shawnda;Glover; (239) 856-6798;shawnda.glover@gmail.com;138 Belmont Ave. ;Liverpool;NY;13090
671;Jennette;Baker; (312) 540-3812;jennette.baker@gmail.com;798 Marvon St. ;Banning;CA;92220
672;Elma;Molina; (703) 448-2948;elma.molina@msn.com;8565 Devon Ave. ;New Rochelle;NY;10801
673;Adam;Henderson; (605) 204-8573;adam.henderson@hotmail.com;167 James St. ;Los Banos;CA;93635
674;Ira;Moore; (319) 348-2528;ira.moore@gmail.com;1 Pineknoll Court ;Saratoga Springs;NY;12866
675;Kermit;Bowman; (812) 073-3221;kermit.bowman@gmail.com;3 Airport Street ;El Paso;TX;79930
676;Gayle;Wilkinson; (671) 174-8908;gayle.wilkinson@yahoo.com;4 Riverside Ave. ;Lindenhurst;NY;11757
677;Launa;Hull; (223) 684-6038;launa.hull@yahoo.com;936 Grove Street ;Helotes;TX;78023
678;Myron;Johns; (567) 609-4197;myron.johns@msn.com;5 N. Woodsman Rd. ;Whitestone;NY;11357
679;Tuan;Wolfe; (214) 415-1322;tuan.wolfe@aol.com;7641 Oak Meadow Dr. ;West Babylon;NY;11704
680;Mathilda;Pennington; (620) 815-2106;mathilda.pennington@gmail.com;14 S. Argyle Ave. ;New City;NY;10956
681;Reatha;Perez; (805) 141-4235;reatha.perez@aol.com;9917 1st St. ;Holbrook;NY;11741
682;Arnita;Thomas; (478) 533-4403;arnita.thomas@gmail.com;154 2nd St. ;Orchard Park;NY;14127
683;Amparo;Burks; (838) 480-7567;amparo.burks@aol.com;7781 Augusta St. ;Merrick;NY;11566
684;Jenny;Bell; (502) 628-0620;jenny.bell@hotmail.com;38 Crescent St. ;Niagara Falls;NY;14304
685;Laverne;Craft; (418) 967-1762;laverne.craft@aol.com;829 N. Pierce Street ;Forest Hills;NY;11375
686;Darcel;Harmon; (234) 820-6469;darcel.harmon@msn.com;966 Hickory Street ;Santa Clara;CA;95050
687;Cecilia;Camacho; (214) 706-6123;cecilia.camacho@yahoo.com;682 Mountainview Rd. ;Desoto;TX;75115
688;Pearlie;Cochran; (803) 439-7615;pearlie.cochran@msn.com;23 Homewood Rd. ;Campbell;CA;95008
689;Deirdre;Ryan; (605) 832-5218;deirdre.ryan@yahoo.com;83 Jefferson Lane ;Utica;NY;13501
690;Yevette;Elliott; (228) 508-7045;yevette.elliott@aol.com;182 Euclid Street ;Jackson Heights;NY;11372
691;Ladawn;Downs; (954) 221-7170;ladawn.downs@yahoo.com;7452 S. Airport Court ;Houston;TX;77016
692;Dorothea;Chang; (256) 228-5255;dorothea.chang@gmail.com;75 Oak Ave. ;Astoria;NY;11102
693;Merlin;Foreman; (901) 515-4913;merlin.foreman@msn.com;8198 North Rockaway St. ;Hempstead;NY;11550
694;Lanie;Dunn; (323) 326-1307;lanie.dunn@gmail.com;7583 Pilgrim Ave. ;North Tonawanda;NY;14120
695;Christoper;Gould; (219) 509-1107;christoper.gould@aol.com;8718 South Constitution St. ;Shirley;NY;11967
696;Norine;Huffman; (934) 760-4228;norine.huffman@aol.com;363 Dunbar Drive ;Encino;CA;91316
697;Alane;Mccarty; (801) 523-9979;alane.mccarty@hotmail.com;8254 Hilldale Street ;San Diego;CA;92111
698;Charleen;Joyner; (770) 021-6658;charleen.joyner@aol.com;735 N. John Dr. ;Corona;NY;11368
699;Zella;Fernandez; (450) 747-6606;zella.fernandez@yahoo.com;8 Marshall Dr. ;Rockville Centre;NY;11570
700;Collene;Knox; (669) 428-4656;collene.knox@msn.com;7 North Branch Lane ;Corpus Christi;TX;78418
701;Alysia;Nicholson; (520) 238-3698;alysia.nicholson@hotmail.com;868 Trusel St. ;Oxnard;CA;93035
702;Sharie;Whitaker; (512) 645-2094;sharie.whitaker@hotmail.com;7 Bayport Lane ;Merrick;NY;11566
703;Diana;Cobb; (564) 720-7635;diana.cobb@hotmail.com;558 Vale St. ;Fullerton;CA;92831
704;Morton;Barron; (725) 477-3078;morton.barron@msn.com;542 Circle Rd. ;Bakersfield;CA;93306
705;Camille;Harvey; (404) 112-3640;camille.harvey@hotmail.com;859 Beaver Ridge Ave. ;Huntington;NY;11743
706;Lolita;O'neill; (423) 409-4448;lolita.o'neill@aol.com;36 Prairie Dr. ;Massapequa Park;NY;11762
707;Terese;Briggs; (508) 460-0961;terese.briggs@msn.com;16 N. Oak Valley St. ;Woodside;NY;11377
708;Majorie;Glover; (470) 969-1362;majorie.glover@msn.com;4 Garden Ave. ;Apple Valley;CA;92307
709;Vinnie;Chan; (661) 347-6758;vinnie.chan@aol.com;8750 Surrey St. ;Forest Hills;NY;11375
710;Ezra;Silva; (312) 737-3001;ezra.silva@msn.com;8629 Catherine Rd. ;New Windsor;NY;12553
711;Jovita;Bishop; (469) 902-9169;jovita.bishop@aol.com;8123 Wild Horse St. ;Staten Island;NY;10301
712;Kecia;Olsen; (660) 914-8077;kecia.olsen@msn.com;8389 Central St. ;Santa Cruz;CA;95060
713;Ilona;Spears; (779) 300-4916;ilona.spears@gmail.com;984 Canterbury Lane ;Port Jefferson Station;NY;11776
714;Senaida;Thompson; (234) 454-3337;senaida.thompson@msn.com;578 Golf Drive ;Bronx;NY;10451
715;Larae;Carney; (909) 586-8800;larae.carney@msn.com;9322 Glen Ridge Dr. ;Sunnyside;NY;11104
716;Sebrina;Hart; (442) 127-9262;sebrina.hart@yahoo.com;7679 Pacific St. ;Coram;NY;11727
717;Kristofer;Craig; (251) 629-2965;kristofer.craig@yahoo.com;6 Delaware Lane ;Plainview;NY;11803
718;Luciana;Mcgee; (941) 558-1916;luciana.mcgee@msn.com;8002 Cross St. ;Selden;NY;11784
719;Nicki;Fry; (951) 381-0798;nicki.fry@hotmail.com;950 Snake Hill Lane ;Endicott;NY;13760
720;Devin;Shaffer; (913) 924-0181;devin.shaffer@gmail.com;382 Third Ave. ;Rochester;NY;14606
721;Erlinda;Osborne; (863) 139-5706;erlinda.osborne@yahoo.com;148 Elm St. ;West Islip;NY;11795
